...1,contain,name_g,score_g,num_g,score_i,num_i,score_t,num_t,address,區,路,段,cate_早餐,cate_中式,cate_日式,cate_韓式,cate_港式,cate_東南亞,cate_美式,cate_中東,cate_歐式,cate_非洲,cate_甜點.咖啡廳,cate_飲料,cate_酒吧,ave_price,image_file,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,image_source,link_i,link_t,name_i,name_t,max_price,min_price,score_w
185,two,小蔬杭 絕對蔬食(台大二活店）,4.6,1501,NA,NA,4.5,4,台灣大安台北羅斯福路四段85號,大安區,,,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,tripadvisor_184.png,2:00PM-5:00PM,2:00PM-5:00PM,2:00PM-5:00PM,2:00PM-5:00PM,"2:00PM-5:00PM, 6:00PM-9:00PM","2:00PM-5:00PM, 6:00PM-9:00PM","2:00PM-5:00PM, 6:00PM-9:00PM",https://media-cdn.tripadvisor.com/media/photo-s/17/6b/6e/d2/photo0jpg.jpg,,https://www.tripadvisor.com.tw/Restaurant_Review-g13811269-d16660653-Reviews-Green_Life-Da_an_Taipei.html,,小蔬杭,NA,NA,4.599734219
186,two,德記刀削麵,3.8,517,NA,NA,3.5,3,台灣文山台北文山區忠順街一段50號,文山區,,,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,,11:30AM-9:30PM,11:30AM-9:30PM,11:30AM-9:30PM,11:30AM-9:30PM,11:30AM-9:30PM,11:30AM-9:30PM,11:30AM-9:30PM,,,https://www.tripadvisor.com.tw/Restaurant_Review-g13808394-d7767295-Reviews-De_Ji_Beef_Sliced_Noodles-Wenshan_Taipei.html,,德記刀削牛肉麵,NA,NA,3.798269231
187,two,Friend's Pasta義大利麵專賣,3.8,197,NA,NA,3,1,台灣文山台北文山區忠順街一段82號,文山區,,,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,,11:00AM-9:00PM,11:00AM-9:00PM,11:00AM-9:00PM,11:00AM-9:00PM,11:00AM-10:00PM,10:00AM-10:00PM,10:00AM-9:00PM,,,https://www.tripadvisor.com.tw/Restaurant_Review-g13808394-d7290854-Reviews-Friend_s_Pasta-Wenshan_Taipei.html,,Friend's Pasta 義大利面專賣,NA,NA,3.795959596
188,two,孫東寶 文山木柵店,3.8,885,NA,NA,3,1,台灣文山台北木柵路三段15號,文山區,,,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,tripadvisor_187.png,11:30AM-10:00PM,11:30AM-10:00PM,11:30AM-10:00PM,11:30AM-10:00PM,11:30AM-10:00PM,11:30AM-10:00PM,11:30AM-9:30PM,https://media-cdn.tripadvisor.com/media/photo-s/18/5c/59/95/photo1jpg.jpg,,https://www.tripadvisor.com.tw/Restaurant_Review-g13808394-d16897603-Reviews-Sun_Dong_Bao-Wenshan_Taipei.html,,孫東寶- 木柵路,NA,NA,3.799097065
189,two,聞山自家焙煎珈琲館 Wenshan Roasting,4.5,583,NA,NA,4.5,2,台灣文山台北景中街19號,文山區,,,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,,06:00AM-12:00AM,06:00AM-12:00AM,06:00AM-12:00AM,06:00AM-12:00AM,06:00AM-12:00AM,06:00AM-12:00AM,06:00AM-12:00AM,,,https://www.tripadvisor.com.tw/Restaurant_Review-g13808394-d15850357-Reviews-Wenshan_Roasting-Wenshan_Taipei.html,,聞山自家焙煎珈琲館,NA,NA,4.5
190,two,陳陽鵝肉大王,4.2,617,NA,NA,4.5,11,台北市大安區大安路一段31巷8號1樓,大安區,,,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,,11:00AM-9:30PM,11:00AM-9:30PM,11:00AM-9:30PM,11:00AM-9:30PM,11:00AM-9:30PM,11:00AM-9:30PM,11:00AM-9:30PM,,,https://www.tripadvisor.com.tw/Restaurant_Review-g293913-d7690388-Reviews-Chen_Yang_Goose_Meat-Taipei.html,,陳陽鵝肉大王,NA,NA,4.205254777
191,two,小南門傳統美食、豆花 誠品信義店,3.2,286,NA,NA,4,61,"台灣信義區台北No. 11, Songgao Rd., Xinyi Dist Xinyi Eslite",信義區,,,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,tripadvisor_190.png,"12:00PM-2:30PM, 5:00PM-11:00PM","12:00PM-2:30PM, 5:00PM-11:00PM","12:00PM-2:30PM, 5:00PM-11:00PM","12:00PM-2:30PM, 5:00PM-11:00PM","12:00PM-2:30PM, 5:00PM-11:00PM","12:00PM-2:30PM, 5:00PM-11:00PM","12:00PM-2:30PM, 5:00PM-11:00PM",https://media-cdn.tripadvisor.com/media/photo-s/10/12/57/ff/caption.jpg,,https://www.tripadvisor.com.tw/Restaurant_Review-g13808515-d6141395-Reviews-Xiao_Nan_Men_Traditional_Food_Tofu_Pudding-Xinyi_District_Taipei.html,,Xiao Nan Men Traditional Food & Tofu Pudding,NA,NA,3.340634006
192,two,怡客咖啡 逸仙店 | 場租空間,4.2,492,NA,NA,3,7,"台灣信義區台北No.12 Lane 50, Yixian Road, Xinyi District",信義區,,,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,,11:30AM-12:00AM,11:30AM-12:00AM,11:30AM-12:00AM,11:30AM-12:00AM,11:30AM-12:00AM,11:30AM-12:00AM,11:30AM-12:00AM,,,https://www.tripadvisor.com.tw/Restaurant_Review-g13808515-d6150248-Reviews-Ikari_Coffee_Yixian_Road-Xinyi_District_Taipei.html,,怡客咖啡- 逸仙店,NA,NA,4.183166333
193,two,TWG Tea at Taipei 101 B1,3.7,57,NA,NA,4,2,"台灣信義區台北No.45, Shifu Rd B1, Taipei 101 Mall,",信義區,,,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,,"11:00AM-2:00PM, 5:00PM-8:00PM","11:00AM-2:00PM, 5:00PM-8:00PM","11:00AM-2:00PM, 5:00PM-8:00PM","11:00AM-2:00PM, 5:00PM-8:00PM","11:00AM-2:00PM, 5:00PM-8:00PM",11:30AM-8:00PM,休息,,,https://www.tripadvisor.com.tw/Restaurant_Review-g13808515-d16955797-Reviews-TWG_Tea_at_Taipei_101_B1-Xinyi_District_Taipei.html,,TWG Tea at Taipei 101 B1,NA,NA,3.710169492
194,two,smith&hsu 現代茶館 統一阪急台北店,3.6,329,NA,NA,4.5,20,台灣信義區台北台北市忠孝東路五段8號(統一阪急百貨6樓) 台北統一阪急店,信義區,,,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,tripadvisor_193.png,10:00AM-9:30PM,10:00AM-9:30PM,10:00AM-9:30PM,10:00AM-9:30PM,10:00AM-9:30PM,10:30AM-7:30PM,10:30AM-9:00PM,https://media-cdn.tripadvisor.com/media/photo-s/12/7d/6f/e0/smith-hsu.jpg,,https://www.tripadvisor.com.tw/Restaurant_Review-g13808515-d8550514-Reviews-Smith_Hsu-Xinyi_District_Taipei.html,,Smith & Hsu 現代茶館,NA,NA,3.651575931
195,two,談談越 Talk The Pho -松山店,4.3,1341,NA,NA,3.5,4,台灣信義區台北松山路11號1樓,信義區,,,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,,"11:30AM-2:00PM, 5:30PM-9:00PM","11:30AM-2:00PM, 5:30PM-9:00PM","11:30AM-2:00PM, 5:30PM-9:00PM","11:30AM-2:00PM, 5:30PM-9:00PM","11:30AM-2:00PM, 5:30PM-9:00PM","11:30AM-2:00PM, 5:30PM-9:00PM","11:30AM-2:00PM, 5:30PM-9:00PM",,,https://www.tripadvisor.com.tw/Restaurant_Review-g13808515-d17427546-Reviews-Talk_The_Pho-Xinyi_District_Taipei.html,,談談越,NA,NA,4.297620818
196,two,牛肉麵．雞湯 信義店,3.6,513,NA,NA,4,5,台灣信義區台北松壽路26號,信義區,,,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,tripadvisor_195.png,12:00PM-10:30PM,12:00PM-10:30PM,12:00PM-10:30PM,12:00PM-10:30PM,12:00PM-11:00PM,10:30AM-11:00PM,10:30AM-10:30PM,https://media-cdn.tripadvisor.com/media/photo-s/17/f4/06/e6/photo0jpg.jpg,,https://www.tripadvisor.com.tw/Restaurant_Review-g13808515-d17348368-Reviews-Taiwan_Beef_Noodles_Chicken_Soup-Xinyi_District_Taipei.html,,牛肉麵.雞湯,NA,NA,3.603861004
197,two,Daily日式咖哩蛋包飯專門店,2.7,3,NA,NA,3.5,3,台灣信義區台北信義區吳興街284巷18弄1號,信義區,,,0,0,1,0,0,1,0,0,0,0,0,0,0,NA,,11:30AM-8:00PM,11:30AM-8:00PM,11:30AM-8:00PM,11:30AM-8:00PM,11:30AM-11:00PM,11:30AM-11:00PM,11:30AM-8:00PM,,,https://www.tripadvisor.com.tw/Restaurant_Review-g13808515-d4501768-Reviews-Daily_Curry_and_Omelet_Rice-Xinyi_District_Taipei.html,,日式咖哩蛋包飯專門店(總店),NA,NA,3.1
198,two,大小鐵板燒,3.7,169,NA,NA,3.5,3,台灣信義區台北信義區忠孝東路四段559巷16弄2號,信義區,,,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,tripadvisor_197.png,5:00PM-02:00AM,5:00PM-02:00AM,5:00PM-02:00AM,5:00PM-03:00AM,5:00PM-03:00AM,5:00PM-02:00AM,5:00PM-02:00AM,https://media-cdn.tripadvisor.com/media/photo-s/0c/3c/cb/2a/caption.jpg,,https://www.tripadvisor.com.tw/Restaurant_Review-g13808515-d7318194-Reviews-Da_Xiao_Teppanyaki-Xinyi_District_Taipei.html,,大小鐵板燒,NA,NA,3.696511628
199,two,伊勢路-勝勢日式豬排 微風松高店,3.7,135,NA,NA,4,16,台灣信義區台北信義區松高路16號,信義區,,,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,tripadvisor_198.png,11:00AM-9:30PM,11:00AM-9:30PM,11:00AM-9:30PM,11:00AM-9:30PM,11:00AM-9:30PM,11:00AM-10:00PM,11:00AM-10:00PM,https://media-cdn.tripadvisor.com/media/photo-s/19/31/07/70/photo1jpg.jpg,,https://www.tripadvisor.com.tw/Restaurant_Review-g13808515-d12367081-Reviews-Yishilu_Shengshi_Japanese_Restaurant_Weifeng_Songgao-Xinyi_District_Taipei.html,,伊勢路胜勢日式豬排微風松高店,NA,NA,3.731788079
200,two,元鍋精緻火鍋私房菜,4.2,396,NA,NA,4.5,4,台灣信義區台北信義區莊敬路178巷6號,信義區,,,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,,11:30AM-02:00AM,11:30AM-02:00AM,11:30AM-02:00AM,11:30AM-02:00AM,11:30AM-02:00AM,11:30AM-02:00AM,11:30AM-02:00AM,,,https://www.tripadvisor.com.tw/Restaurant_Review-g13808515-d4497336-Reviews-Yuanguo_Shuanshuan_Guo_Shimao_Dian-Xinyi_District_Taipei.html,,元鍋涮涮鍋(世貿店),NA,NA,4.203
201,two,春水堂 松菸店,3.7,453,NA,NA,4.5,38,台灣信義區台北信義區菸廠路88號3樓松菸店/松菸誠品,信義區,,,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,tripadvisor_200.png,休息,5:30PM-10:00PM,5:30PM-10:00PM,5:30PM-10:00PM,"12:00PM-2:30PM, 5:30PM-10:00PM","12:00PM-3:00PM, 5:30PM-10:00PM","12:00PM-3:00PM, 5:30PM-10:00PM",https://media-cdn.tripadvisor.com/media/photo-s/0b/a7/5b/71/caption.jpg,,https://www.tripadvisor.com.tw/Restaurant_Review-g13808515-d10116758-Reviews-Chun_Shui_Tang_Sung_Yen_Eslite-Xinyi_District_Taipei.html,,春水堂-松菸店/松菸誠品,NA,NA,3.76191446
202,two,配個咖啡吧,4.5,180,NA,NA,4.5,7,台灣信義區台北信義區嘉興街309號,信義區,,,0,0,0,0,0,0,0,0,0,0,1,0,0,220,tripadvisor_201.png,11:00AM-10:00PM,11:00AM-10:00PM,11:00AM-10:00PM,11:00AM-10:00PM,11:00AM-10:00PM,08:00AM-10:00PM,08:00AM-10:00PM,https://media-cdn.tripadvisor.com/media/photo-s/11/d9/a1/f5/caption.jpg,,https://www.tripadvisor.com.tw/Restaurant_Review-g13808515-d3974297-Reviews-PEG_coffee-Xinyi_District_Taipei.html,,配個咖啡吧,300,140,4.5
203,all,MiraWan Eatery,4.2,611,4.3,11,4.5,11,臺北市信義區松智路17號47樓,信義區,松智路,,0,0,0,0,0,0,1,0,1,0,0,0,1,800,xinyi_1.png,"11:30-14:30, 14:31-17:00, 18:00-22:00","11:30-14:30, 14:31-17:00, 18:00-22:00","11:30-14:30, 14:31-17:00, 18:00-22:00","11:30-14:30, 14:31-17:00, 18:00-22:00","11:30-14:30, 14:31-17:00, 18:00-22:00","11:30-14:30, 14:31-17:00, 18:00-22:00","11:30-14:30, 14:31-17:00, 18:00-22:00",https://lh3.googleusercontent.com/Xi3nqxS09k1AjQiJZbLmYJdBGbBQRjOC18Nunz-SZRC2RNX6JtNsVOZAEAKV-QDE6uUlNgwsZoQwcGRZtK7XFpFF4N7g_S3OYoUpqxLQwzee=s600,https://ifoodie.tw/restaurant/5ee04a5d8c906d49d666658a-MiraWan,https://www.tripadvisor.com.tw/Restaurant_Review-g13808515-d17598547-Reviews-MiraWan-Xinyi_District_Taipei.html,MiraWan,MiraWan,NA,NA,4.206951027
204,all,易家鯊魚麵,4.2,1140,4.2,13,4,1,臺北市信義區林口街1號,信義區,林口街,,1,1,0,0,0,0,0,0,0,0,0,0,0,80,xinyi_15.png,休息,05:40-13:30,05:40-13:30,05:40-13:30,05:40-13:30,05:40-13:30,05:40-13:30,https://lh4.ggpht.com/lrtq6lT2MvokNwfPweR05ETUCzlI_JQVExiK5953Z_p6vdzUtlulO7-LKbZ5N0ul0dJm3F3-SM6aPtJlu3DiB2jEHrymw6A=s600,https://ifoodie.tw/restaurant/55a5f7e9c03a102ec1415b5b-%E6%98%93%E5%AE%B6%E9%AF%8A%E9%AD%9A%E9%BA%B5,https://www.tripadvisor.com.tw/Restaurant_Review-g13808515-d14058149-Reviews-Yi_Jia_Shayu_Mian-Xinyi_District_Taipei.html,易家鯊魚麵,易家鯊魚麵,NA,NA,4.19982669
205,all,三統漢菓子 信義永春總店,4.8,1233,4.7,28,5,8,臺北市信義區松山路315之5號,信義區,松山路,,0,1,0,0,0,0,0,0,0,0,1,0,0,400,xinyi_17.png,09:30-21:00,09:30-21:00,09:30-21:00,09:30-21:00,09:30-21:00,09:30-21:00,09:30-21:00,https://lh3.googleusercontent.com/r9eajzLtLSOaQBoqP5coshC1Izlgw5KljvFVNiqtkE_LJtQ5-AuMXqg2ItTX8XZ0B2dpqoG50vHE5zsQ5tzahZRDRz6J4l4VDC1EB3tPWGmw1w=s600,https://ifoodie.tw/restaurant/570e8b212756dd23e9a62c7d-%E4%B8%89%E7%B5%B1%E6%BC%A2%E8%8F%93%E5%AD%90,https://www.tripadvisor.com.tw/Restaurant_Review-g13808515-d6140325-Reviews-Suntone_Chinese_Pastry-Xinyi_District_Taipei.html,三統漢菓子,三統漢菓子,NA,NA,4.799054374
206,all,旭集 和食集錦 信義店,4.1,5011,4.3,50,5,8,臺北市信義區松仁路58號9F,信義區,松仁路,,0,1,1,0,0,0,0,0,0,0,0,0,0,1400,xinyi_20.png,"11:30-14:00, 14:30-16:30, 17:30-21:30","11:30-14:00, 14:30-16:30, 17:30-21:30","11:30-14:00, 14:30-16:30, 17:30-21:30","11:30-14:00, 14:30-16:30, 17:30-21:30","11:30-14:00, 14:30-16:30, 17:30-21:30","11:30-14:00, 14:30-16:30, 17:30-21:30","11:30-14:00, 14:30-16:30, 17:30-21:30",https://lh3.googleusercontent.com/ZgmBbrz8oI3bIITdzHb5kcQOaADLrnuMKirMY6YkU_2da-_y6N7qAnbg0RDje60onAtoqU4OoG9W7AfN2wQw4utevxdvDRU=s600,https://ifoodie.tw/restaurant/5e54a7a98c906d2ef25b308e-%E6%97%AD%E9%9B%86-%E5%92%8C%E9%A3%9F%E9%9B%86%E9%8C%A6,https://www.tripadvisor.com.tw/Restaurant_Review-g13808515-d19892812-Reviews-Xuji_Sunrise-Xinyi_District_Taipei.html,旭集 和食集錦,Xuji Sunrise,NA,NA,4.103393174
207,all,五之神製作所 台灣,4.3,4210,4.5,58,4.5,17,臺北市信義區忠孝東路四段553巷6弄6號,信義區,忠孝東路,四段,0,0,1,0,0,0,0,0,0,0,0,0,0,350,xinyi_25.png,"11:30-15:00, 17:00-21:00","11:30-15:00, 17:00-21:00","11:30-15:00, 17:00-21:00","11:30-15:00, 17:00-21:00","11:30-15:00, 17:00-21:00",11:30-21:00,11:30-21:00,https://lh3.googleusercontent.com/uUo5oY7KEkeNVbKYK13oE1hQFih74NLJ0ev2Y0XoAmPEzJErYuclch78hiKw5gNpyo9FEwV4qbxVX_elhT1mxJp1ZEL4wONnGtn-5BTfU-uL=s600,https://ifoodie.tw/restaurant/595d2ad62756dd27e0ff1205-%E4%BA%94%E4%B9%8B%E7%A5%9E%E8%A3%BD%E4%BD%9C%E6%89%80-%E5%8F%B0%E7%81%A3,https://www.tripadvisor.com.tw/Restaurant_Review-g13808515-d13076895-Reviews-Wu_Zhi_Shen_Zhi_Zuo_Suo-Xinyi_District_Taipei.html,五之神製作所 台灣,五之神製作所,NA,NA,4.303500583
208,all,PappaRich金爸爸-新光信義A9店,4.1,1812,4.1,10,3.5,38,臺北市信義區松壽路9號7樓,信義區,松壽路,,0,0,1,0,0,1,0,0,0,0,0,0,0,600,xinyi_27.png,"11:00-15:30, 17:00-21:30","11:00-15:30, 17:00-21:30","11:00-15:30, 17:00-21:30","11:00-15:30, 17:00-21:30","11:00-15:30, 17:00-21:30",11:00-22:00,11:00-22:00,https://lh3.googleusercontent.com/H55d_PpxqFgV-XrPkUDJ5wiHk3sD0buA3OT1zRsmKywnCMfkOvtNaea5w7Vp5uaO7xKz5eiT3BgELZFuuLlxzgDCY3RCdj0=s600,https://ifoodie.tw/restaurant/57701a362756dd515ec80669-PappaRich,https://www.tripadvisor.com.tw/Restaurant_Review-g13808515-d12800076-Reviews-PappaRich_Xinyi-Xinyi_District_Taipei.html,PappaRich,金爸爸信義A9店,NA,NA,4.087741935
209,all,珍寶海鮮 台北信義店 JUMBO Seafood,4.4,2694,4.4,34,4,16,臺北市信義區松高路12號3樓,信義區,松高路,,0,1,0,0,0,0,0,0,0,0,0,0,0,1500,xinyi_28.png,"11:00-15:00, 17:00-21:30","11:00-15:00, 17:00-21:30","11:00-15:00, 17:00-21:30","11:00-15:00, 17:00-21:30","11:00-15:00, 17:00-21:30","11:00-15:00, 17:00-21:30","11:00-15:00, 17:00-21:30",https://lh3.googleusercontent.com/JMsut7NCHyFMX-IjB1XniGeLmQrK9Nj5uOqQw5NDRlGZNnxFBgmdxD8lXamOuCZVfBvbQ7D-WbBHt-HVsyCL8u7mJeWcHPMBt7ZPMXJ-2oE=s600,https://ifoodie.tw/restaurant/5a37a3a6f5246825953ab0e9-%E7%8F%8D%E5%AF%B6%E6%B5%B7%E9%AE%AE-%E5%8F%B0%E5%8C%97%E4%BF%A1%E7%BE%A9%E5%BA%97,https://www.tripadvisor.com.tw/Restaurant_Review-g13808515-d13335972-Reviews-Jumbo_Seafood_Xinyi-Xinyi_District_Taipei.html,珍寶海鮮 台北信義店,珍寶海鮮台北信義店,NA,NA,4.397667638
210,all,和記豆漿店,4.2,711,3.9,33,4,1,臺北市信義區和平東路三段463巷2之2號,信義區,和平東路,三段,1,1,0,0,0,0,0,0,0,0,0,0,0,150,xinyi_52.png,06:10-11:00,06:10-11:00,休息,休息,06:10-11:00,06:10-11:00,06:10-11:00,https://lh4.ggpht.com/h6WnIsQA4Zxc1jTI5Lu-5yRxvPRUbCWmFoSXe6OvcH4lelES01iBoIzKPHeNRSuy2PXMaLSoFCsuqgdsQwiU9ZXRuyF8QMM=s600,https://ifoodie.tw/restaurant/559da058c03a103ee86c9244-%E5%92%8C%E8%A8%98%E8%B1%86%E6%BC%BF%E5%BA%97,https://www.tripadvisor.com.tw/Restaurant_Review-g13808515-d17696619-Reviews-He_Ji_Dou_Jiang_Dian-Xinyi_District_Taipei.html,和記豆漿店,和記豆漿店,NA,NA,4.186442953
211,all,樂軒松阪亭,4.8,2493,4.7,13,5,357,臺北市信義區松高路19號6樓號,信義區,松高路,,0,1,1,0,0,0,0,0,0,0,0,0,0,1000,xinyi_55.png,"11:30-14:30, 17:30-21:30","11:30-14:30, 17:30-21:30","11:30-14:30, 17:30-21:30","11:30-14:30, 17:30-21:30","11:30-14:30, 17:30-21:30","11:30-14:30, 17:30-21:30","11:30-14:30, 17:30-21:30",https://lh3.googleusercontent.com/UIXuzRzWjSz6kM75C5uXh0hDSANpijNnOMmpIeLZgkUMAArhdyMpCjJm_erQhEEvpXdOIgShmKF5IIxNo6o8wDVrFVj2Mu70=s600,https://ifoodie.tw/restaurant/5af9cff42756dd5e0a5dc74d-%E6%A8%82%E8%BB%92%E6%9D%BE%E9%98%AA%E4%BA%AD,https://www.tripadvisor.com.tw/Restaurant_Review-g13808515-d14090796-Reviews-Matsusaka_Tei-Xinyi_District_Taipei.html,樂軒松阪亭,樂軒松阪亭,NA,NA,4.824484806
212,all,潮品集‧ 潮坊 潮州餐廳,4,1300,3.8,18,4,43,臺北市信義區松高路19號6F,信義區,松高路,,0,1,0,0,1,0,0,0,0,0,0,0,0,120,xinyi_56.png,"11:30-14:30, 17:30-21:30","11:30-14:30, 17:30-21:30","11:30-14:30, 17:30-21:30","11:30-14:30, 17:30-21:30","11:30-14:30, 17:30-21:30","11:00-14:30, 17:30-21:30","11:00-14:30, 17:30-21:30",https://lh3.googleusercontent.com/xO6z5cf7OeEI4lcDzSEApNU0mj_swZJnK8I7-BtpgbqQ_PPwmxlgOd1RknXLR7dBCpgKczuQVW39PiFZU8gPyzbW3PGqb_9t7YpM7qANSj2V=s600,https://ifoodie.tw/restaurant/559d585bc03a103ee86c6730-%E6%BD%AE%E5%93%81%E9%9B%86-%E7%A5%9E%E6%97%BA%E5%A4%A7%E9%A3%AF%E5%BA%97-,https://www.tripadvisor.com.tw/Restaurant_Review-g13811269-d6142400-Reviews-Chao_Pin_Ji_Cantonese_Dim_Sum_Restaurant-Da_an_Taipei.html,潮品集 (神旺大飯店),神旺大飯店-潮品集Chao Pin Ji,NA,NA,3.997354886
213,all,饗食天堂 台北信義店,4.2,4659,4.1,42,4,91,臺北市信義區松壽路12號6樓,信義區,松壽路,,0,1,1,0,0,0,0,0,0,0,1,0,0,1000,xinyi_62.png,"11:30-14:00, 14:30-16:30, 17:30-21:30","11:30-14:00, 14:30-16:30, 17:30-21:30","11:30-14:00, 14:30-16:30, 17:30-21:30","11:30-14:00, 14:30-16:30, 17:30-21:30","11:30-14:00, 14:30-16:30, 17:30-21:30","11:30-14:00, 14:30-16:30, 17:30-21:30","11:30-14:00, 14:30-16:30, 17:30-21:30",https://lh3.googleusercontent.com/fGtMOatHUUNG1ddU8buIZ8LoqaXy45Kaw2ZNi--KO3XBUvM3qOkYgRtqLnAp_dwiAIPiN8b-2-1QkGKJOZpVadi5OHb1EqWubwHnyVLXW_n7GQ=s600,https://ifoodie.tw/restaurant/559dbba2c03a103ee86ca15e-%E9%A5%97%E9%A3%9F%E5%A4%A9%E5%A0%82-%E5%8F%B0%E5%8C%97%E4%BF%A1%E7%BE%A9%E5%BA%97,https://www.tripadvisor.com.tw/Restaurant_Review-g13808515-d6137877-Reviews-Eatogether_Xinyi-Xinyi_District_Taipei.html,饗食天堂 台北信義店,饗食天堂信義店,NA,NA,4.195325543
214,all,A.I.O 餐廳 (all In One Restaurants),4.5,461,4.6,29,4.5,4,臺北市信義區基隆路一段101巷23號,信義區,基隆路,一段,0,1,0,0,0,0,0,0,0,0,0,0,0,130,xinyi_67.png,休息,"12:00-14:30, 18:00-23:00","12:00-14:30, 18:00-23:00","12:00-14:30, 18:00-23:00","12:00-14:30, 18:00-23:00",11:30-23:00,11:30-22:00,https://lh3.googleusercontent.com/lGjkrTW_-M0K3lSizfV3SO7gANEmY5Va2PXgjU3IzwZdbO-o81aRt36yPHuVXEXL-ZH20_c4rPEWa3ItzBuonKmYrZnTWaa4vc_uX_6gn3hn=s600,https://ifoodie.tw/restaurant/55a5f67cc03a102ec1415ae8-All-In-One-A-I-O-%E9%A4%90%E5%BB%B3,https://www.tripadvisor.com.tw/Restaurant_Review-g13808515-d16867065-Reviews-All_In_One-Xinyi_District_Taipei.html,All In One - A.I.O 餐廳,AIO餐廳,NA,NA,4.505870445
215,all,星期五美式餐廳 信義餐廳,4.1,2698,4.1,19,4,937,臺北市信義區忠孝東路五段8號,信義區,忠孝東路,五段,0,0,0,0,0,0,1,0,0,0,0,0,1,290,xinyi_69.png,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-23:00,11:00-23:00,11:00-23:00,https://lh3.googleusercontent.com/Er_yBxSk0uGngYhbkGhUpT_efgH_bkr3TcxprPdr2RR0urvBff97WvKetG9pECU55brwQUf4c_-ROdU60iMdf4ZLkNjsqPCK2MxOTfJzUpBxSg=s600,https://ifoodie.tw/restaurant/559d6462c03a103ee86c6eaf-T-G-I-Friday-s-%E6%98%9F%E6%9C%9F%E4%BA%94%E7%BE%8E%E5%BC%8F,https://www.tripadvisor.com.tw/Restaurant_Review-g13808515-d6134036-Reviews-TGI_Friday_s-Xinyi_District_Taipei.html,T.G.I.Friday's 星期五美式餐廳,TGI Friday's,NA,NA,4.074356869
216,all,捌伍添第 85TD Chinese Restaurant,4.4,548,4.5,6,5,7,臺北市信義區信義路五段7號85樓B,信義區,信義路,五段,0,1,0,0,0,0,0,0,0,0,0,0,0,150,xinyi_76.png,"12:00-14:30, 18:00-22:00","12:00-14:30, 18:00-22:00","12:00-14:30, 18:00-22:00","12:00-14:30, 18:00-22:00","12:00-14:30, 18:00-22:00","12:00-14:30, 18:00-22:00","12:00-14:30, 18:00-22:00",https://lh3.googleusercontent.com/tt7KgyAIZ_ZaaENtaX2gUFCALN05-yzYmgPACqGFMFFhV9O6jTzNOuJaesfGFLw5sWHWgJ-oX5OhWkxTNEdHCkeTWuk729ru5buGKixG6Ck=s600,https://ifoodie.tw/restaurant/616e2a1aa6272866c1b5291a-%E6%8D%8C%E4%BC%8D%E6%B7%BB%E7%AC%AC-TD,https://www.tripadvisor.com.tw/Restaurant_Review-g13808515-d25337798-Reviews-85TD_Chinese_Restaurant-Xinyi_District_Taipei.html,捌伍添第 85TD,85TD Chinese Restaurant,NA,NA,4.40855615
217,all,WILDWOOD 原木燒烤牛排海鮮餐廳,4.2,542,4,34,4,21,臺北市信義區松壽路9號,信義區,松壽路,,1,1,1,0,0,0,1,0,0,0,0,0,1,600,xinyi_77.png,"11:30-15:00, 17:30-21:30","11:30-15:00, 17:30-21:30","11:30-15:00, 17:30-21:30","11:30-15:00, 17:30-21:30","11:30-15:00, 17:30-22:00","11:30-15:00, 17:30-22:00","11:30-15:00, 17:30-21:30",https://lh3.googleusercontent.com/vcLlr8bXe5O7myqU1zasv4j_CiHmWPdV92urZUqwOF1sxy38PUaSjmI1kFOEAi6lfPmA5y_m06no46TuKvSdvOUA_xSgBIrP32_j0PJLVCuUOQ=s600,https://ifoodie.tw/restaurant/5bbecfacf5246860b03c2a8d-WILDWOOD-%E5%8E%9F%E6%9C%A8%E7%87%92%E7%83%A4%E7%89%9B%E6%8E%92%E6%B5%B7%E9%AE%AE%E9%A4%90%E5%BB%B3,https://www.tripadvisor.com.tw/Restaurant_Review-g13808515-d15041710-Reviews-Wildwood_Live_Fire_Cuisine-Xinyi_District_Taipei.html,WILDWOOD 原木燒烤牛排海鮮餐廳,原木燒烤餐廳,NA,NA,4.181574539
